antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({'salary'}),"frozenset({'hard worker', 'no', 'yes'})",0.5039,0.24745,0.1257,0.24945425679698352,1.008099643552166,1.0,0.0010099449999999982,1.002670399259651,0.016195457423912856,0.20091105250539443,0.0026632872194319534,0.37871783359146005
frozenset({'yes'}),frozenset({'Management'}),0.7509,0.49765,0.3767,0.50166466906379,1.0080672542224256,1.0,0.0030146149999999983,1.0080561598075894,0.0321264329659511,0.4320697367666456,0.00799177677672948,0.6293111851297047
frozenset({'Management'}),frozenset({'yes'}),0.49765,0.7509,0.3767,0.7569577011956194,1.0080672542224256,1.0,0.0030146149999999983,1.0249244729226954,0.015930515480876716,0.4320697367666456,0.024318350845521624,0.6293111851297047
"frozenset({'stubborn', 'smart worker'})",frozenset({'yes'}),0.25085,0.7509,0.18985,0.7568267889176798,1.0078929137271007,1.0,0.0014867349999999613,1.0243727049180327,0.010453318431242259,0.23383421603645768,0.023792809785948766,0.5048283631630615
frozenset({'yes'}),"frozenset({'stubborn', 'smart worker'})",0.7509,0.25085,0.18985,0.2528299374084432,1.0078929137271004,1.0,0.0014867349999999613,1.0026499153373138,0.03143758933265812,0.23383421603645768,0.002642911844681513,0.5048283631630615
"frozenset({'Management', 'smart worker'})",frozenset({'gentle'}),0.25365,0.50155,0.1282,0.5054208555095605,1.007717785882884,1.0,0.0009818424999999964,1.0078265643682742,0.010261509810563214,0.2044657097288676,0.0077657849524735804,0.380514235949377
frozenset({'gentle'}),"frozenset({'Management', 'smart worker'})",0.50155,0.25365,0.1282,0.2556076163891935,1.0077177858828839,1.0,0.0009818424999999964,1.002629817865274,0.015364987154406373,0.2044657097288676,0.002622920063232406,0.380514235949377
frozenset({'no'}),frozenset({'smart worker'}),0.7508,0.50235,0.38005,0.5061933937133724,1.0076508285326413,1.0,0.002885620000000033,1.0077831962238706,0.030468450231373557,0.4352880540602451,0.0077230859306186865,0.6313688178878398
frozenset({'smart worker'}),frozenset({'no'}),0.50235,0.7508,0.38005,0.7565442420623072,1.0076508285326413,1.0,0.002885620000000033,1.0235946034341783,0.01525718436181712,0.4352880540602451,0.023050730587107427,0.6313688178878398
frozenset({'Technical'}),"frozenset({'stubborn', 'no'})",0.50235,0.3732,0.18885,0.37593311436249627,1.007323457562959,1.0,0.0013729800000000236,1.0043795215311004,0.014609091642555048,0.2750109217999126,0.00436042495612044,0.44098102663462435
"frozenset({'stubborn', 'no'})",frozenset({'Technical'}),0.3732,0.50235,0.18885,0.5060289389067524,1.0073234575629588,1.0,0.0013729800000000236,1.0074476810414972,0.011598938187488066,0.2750109217999126,0.007392623142273517,0.44098102663462435
"frozenset({'hard worker', 'yes'})",frozenset({'salary'}),0.37435,0.5039,0.19,0.5075464137838921,1.0072363837743443,1.0,0.0013650349999999867,1.0074045836723624,0.011483089166214393,0.2760624772974936,0.007350158806474657,0.44230267702490894
frozenset({'salary'}),"frozenset({'hard worker', 'yes'})",0.5039,0.37435,0.19,0.3770589402659258,1.0072363837743443,1.0,0.0013650349999999867,1.0043486301369864,0.014481747101072437,0.2760624772974936,0.004329801431991967,0.44230267702490894
"frozenset({'hard worker', 'Management'})",frozenset({'stubborn'}),0.244,0.49845,0.1225,0.5020491803278688,1.0072207449651296,1.0,0.0008781999999999957,1.0072279835390945,0.009482777237879231,0.19759658036938463,0.007176114700167128,0.3739055210496802
frozenset({'stubborn'}),"frozenset({'hard worker', 'Management'})",0.49845,0.244,0.1225,0.24576186177149162,1.0072207449651296,1.0,0.0008781999999999957,1.0023359489293788,0.014293648872169674,0.19759658036938463,0.0023305049887455344,0.3739055210496802
"frozenset({'hard worker', 'no', 'yes'})",frozenset({'Technical'}),0.24745,0.50235,0.1252,0.5059608001616488,1.0071878175806686,1.0,0.0008934925000000093,1.0073087321063394,0.009483119481091332,0.20044828690361832,0.007255702123277063,0.3775947128109926
frozenset({'Technical'}),"frozenset({'hard worker', 'no', 'yes'})",0.50235,0.24745,0.1252,0.24922862546033644,1.0071878175806686,1.0,0.0008934925000000093,1.0023690640328782,0.014340443214096818,0.20044828690361832,0.002363464833348537,0.3775947128109926
"frozenset({'stubborn', 'Management'})",frozenset({'smart worker'}),0.24795,0.50235,0.12545,0.505948779995967,1.0071638897102957,1.0,0.0008923175000000172,1.0072842244897962,0.009458059224276996,0.20076818436424745,0.007231548268797402,0.3778375332248174
frozenset({'smart worker'}),"frozenset({'stubborn', 'Management'})",0.50235,0.24795,0.12545,0.2497262864536678,1.0071638897102955,1.0,0.0008923175000000172,1.0023675179092597,0.01429304418691352,0.20076818436424745,0.0023619260071375387,0.3778375332248174
frozenset({'hard worker'}),"frozenset({'salary', 'yes'})",0.49765,0.3791,0.19,0.38179443383904355,1.007107448797266,1.0,0.0013408850000000139,1.004358475540387,0.014048550758802195,0.2766654532216964,0.004339561667005239,0.44149072786650145
"frozenset({'salary', 'yes'})",frozenset({'hard worker'}),0.3791,0.49765,0.19,0.5011870218939594,1.007107448797266,1.0,0.0013408850000000139,1.0070908778424115,0.01136622559781653,0.2766654532216964,0.0070409513167301275,0.44149072786650145
frozenset({'gentle'}),"frozenset({'Management', 'no', 'yes'})",0.50155,0.2513,0.1269,0.2530156514804107,1.0068271049757689,1.0,0.0008604849999999942,1.0022967703189642,0.013603795090232743,0.20273184759166069,0.002291507253119669,0.3789948929905038
"frozenset({'Management', 'no', 'yes'})",frozenset({'gentle'}),0.2513,0.50155,0.1269,0.5049741345005969,1.0068271049757689,1.0,0.0008604849999999942,1.006917081993569,0.009056780636739028,0.20273184759166069,0.006869564651613733,0.3789948929905038
frozenset({'hard worker'}),"frozenset({'work', 'Technical'})",0.49765,0.24635,0.1234,0.24796543755651562,1.0065574895738405,1.0,0.0008039224999999983,1.002148089512358,0.012968585734567762,0.19883983242023845,0.002143485114463755,0.37443938612146865
"frozenset({'work', 'Technical'})",frozenset({'hard worker'}),0.24635,0.49765,0.1234,0.5009133346864217,1.0065574895738405,1.0,0.0008039224999999983,1.0065386132574219,0.008644289847754418,0.19883983242023845,0.006496137526469113,0.37443938612146865
"frozenset({'no', 'yes'})",frozenset({'Management'}),0.5017,0.49765,0.2513,0.5008969503687463,1.0065245661986262,1.0,0.001628995000000022,1.006505571086262,0.013008774201565243,0.33594011095515014,0.006463522183231376,0.5029351626152985
frozenset({'Management'}),"frozenset({'no', 'yes'})",0.49765,0.5017,0.2513,0.5049733748618508,1.0065245661986262,1.0,0.001628995000000022,1.0066125228333673,0.012903896057808218,0.33594011095515014,0.006569084611380199,0.5029351626152985
frozenset({'hard worker'}),"frozenset({'no', 'Technical'})",0.49765,0.37855,0.1896,0.3809906560835929,1.0064473810159633,1.0,0.0012145925000000002,1.0039428420710925,0.012752221730860736,0.27614331488494026,0.003927357122202745,0.44092459762309344
"frozenset({'no', 'Technical'})",frozenset({'hard worker'}),0.37855,0.49765,0.1896,0.500858539162594,1.006447381015963,1.0,0.0012145925000000002,1.0064281159036783,0.010308276750338548,0.27614331488494026,0.006387059147196296,0.44092459762309344
frozenset({'gentle'}),"frozenset({'Management', 'no'})",0.50155,0.37225,0.1879,0.37463862027714084,1.0064167099453079,1.0,0.0011980124999999842,1.0038195839311335,0.012791249467281347,0.2739466394518151,0.003805050222446544,0.439703460575105
"frozenset({'Management', 'no'})",frozenset({'gentle'}),0.37225,0.50155,0.1879,0.5047683008730691,1.0064167099453076,1.0,0.0011980124999999842,1.006498576078112,0.010156588286684805,0.2739466394518151,0.0064566172596430315,0.439703460575105
"frozenset({'Management', 'gentle'})",frozenset({'yes'}),0.2497,0.7509,0.1887,0.7557068482178615,1.0064014492180868,1.0,0.0012002700000000033,1.0196765573770494,0.008477584059116175,0.23241778544155686,0.019296861573109118,0.5035026450438089
frozenset({'yes'}),"frozenset({'Management', 'gentle'})",0.7509,0.2497,0.1887,0.2512984418697563,1.0064014492180868,1.0,0.0012002700000000033,1.0021349519743863,0.02553485074088666,0.23241778544155686,0.002130403664875784,0.5035026450438089
frozenset({'Technical'}),"frozenset({'hard worker', 'yes'})",0.50235,0.37435,0.18925,0.37672937195182643,1.0063560089537236,1.0,0.0011952775000000082,1.003817558288087,0.012691380001197258,0.2752927485635319,0.003803039961362446,0.4411361565248647
"frozenset({'hard worker', 'yes'})",frozenset({'Technical'}),0.37435,0.50235,0.18925,0.505542941097903,1.0063560089537236,1.0,0.0011952775000000082,1.0064574689357104,0.010094885730993073,0.2752927485635319,0.0064160375723963095,0.4411361565248647
frozenset({'smart worker'}),"frozenset({'no', 'gentle'})",0.50235,0.3776,0.19085,0.379914402309147,1.0061292434034614,1.0,0.0011626400000000203,1.0037323916532905,0.012241343589168492,0.2769554491365549,0.0037185127074984485,0.4426717138664379
"frozenset({'no', 'gentle'})",frozenset({'smart worker'}),0.3776,0.50235,0.19085,0.5054290254237288,1.0061292434034614,1.0,0.0011626400000000203,1.0062256492637216,0.009787764519842063,0.2769554491365549,0.006187130360150392,0.4426717138664379
frozenset({'smart worker'}),"frozenset({'salary', 'no', 'yes'})",0.50235,0.25415,0.12845,0.2556982183736439,1.0060917504373164,1.0,0.0007777475000000367,1.0020800949451727,0.012166915917815468,0.20452193296712046,0.002075777131653736,0.38055420460291484
"frozenset({'salary', 'no', 'yes'})",frozenset({'smart worker'}),0.25415,0.50235,0.12845,0.5054101908321857,1.0060917504373161,1.0,0.0007777475000000367,1.0061873309466987,0.008118074286385826,0.20452193296712046,0.006149283295862117,0.38055420460291484
"frozenset({'Technical', 'yes'})",frozenset({'stubborn'}),0.3742,0.49845,0.18765,0.501469802244789,1.0060583854845802,1.0,0.0011300100000000146,1.0060574108818012,0.009622726874428993,0.2739416058394161,0.0060209395768896085,0.4389684250465594
frozenset({'stubborn'}),"frozenset({'Technical', 'yes'})",0.49845,0.3742,0.18765,0.37646704784832985,1.0060583854845802,1.0,0.0011300100000000146,1.003635810810811,0.012006584543949086,0.2739416058394161,0.0036226395786671025,0.4389684250465594
"frozenset({'stubborn', 'yes'})",frozenset({'smart worker'}),0.37565,0.50235,0.18985,0.505390656195927,1.0060528639313766,1.0,0.001142222500000012,1.0061475914962326,0.009636337303041776,0.2758846181791761,0.0061100295306482115,0.4416572072658743
frozenset({'smart worker'}),"frozenset({'stubborn', 'yes'})",0.50235,0.37565,0.18985,0.37792375833582165,1.0060528639313766,1.0,0.001142222500000012,1.0036551120000001,0.012089716055770383,0.2758846181791761,0.0036418008101572245,0.4416572072658743
frozenset({'no'}),"frozenset({'salary', 'Technical'})",0.7508,0.256,0.19335,0.2575253063399041,1.0059582278902504,1.0,0.0011451999999999851,1.0020543546506413,0.023767807695771755,0.23769131477042224,0.002050142929978641,0.506399371919952
"frozenset({'salary', 'Technical'})",frozenset({'no'}),0.256,0.7508,0.19335,0.7552734375,1.0059582278902504,1.0,0.0011451999999999851,1.0182793296089383,0.00796093773896011,0.23769131477042224,0.01795119382022454,0.506399371919952
frozenset({'yes'}),"frozenset({'Management', 'smart worker'})",0.7509,0.25365,0.1916,0.25516047409774933,1.0059549540616965,1.0,0.001134214999999994,1.0020279188271053,0.02376436172307979,0.23568485146687984,0.0020238146951823514,0.5052660245513387
"frozenset({'Management', 'smart worker'})",frozenset({'yes'}),0.25365,0.7509,0.1916,0.755371575004928,1.0059549540616965,1.0,0.001134214999999994,1.018279049153908,0.007931536819480372,0.23568485146687984,0.01795092334374953,0.5052660245513387
"frozenset({'hard worker', 'no'})",frozenset({'salary'}),0.37075,0.5039,0.1879,0.5068105192178017,1.0057759857467785,1.0,0.001079074999999985,1.005901421930544,0.009126444699724555,0.2736075718966145,0.005866799471480995,0.43985098296671
frozenset({'salary'}),"frozenset({'hard worker', 'no'})",0.5039,0.37075,0.1879,0.3728914467156182,1.0057759857467785,1.0,0.001079074999999985,1.0034147943037974,0.011575922852855625,0.2736075718966145,0.003403173167450405,0.43985098296671
frozenset({'Technical'}),"frozenset({'stubborn', 'hard worker'})",0.50235,0.2476,0.1251,0.2490295610630039,1.0057736714984002,1.0,0.000718140000000006,1.0019036182902583,0.011535270929242837,0.20020804993198368,0.001900001412817522,0.3771399824701126
"frozenset({'stubborn', 'hard worker'})",frozenset({'Technical'}),0.2476,0.50235,0.1251,0.5052504038772213,1.0057736714984002,1.0,0.000718140000000006,1.005862367346939,0.007629621980246809,0.20020804993198368,0.005828200295833109,0.3771399824701126
frozenset({'smart worker'}),frozenset({'work'}),0.50235,0.4961,0.25065,0.4989549119140042,1.005754710570458,1.0,0.001434165000000015,1.005697914183552,0.011497605472230676,0.33518320406525803,0.005665631899194723,0.5020978953845369
frozenset({'work'}),frozenset({'smart worker'}),0.4961,0.50235,0.25065,0.5052408788550695,1.005754710570458,1.0,0.001434165000000015,1.0058430026481973,0.011354997744107156,0.33518320406525803,0.00580906029351865,0.5020978953845369
frozenset({'salary'}),frozenset({'hard worker'}),0.5039,0.49765,0.2522,0.5004961301845604,1.0057191403286656,1.0,0.0014341649999999873,1.005697914183552,0.011462644151742732,0.33655835057049444,0.005665631899194634,0.5036390024980875
frozenset({'hard worker'}),frozenset({'salary'}),0.49765,0.5039,0.2522,0.5067818748116145,1.0057191403286654,1.0,0.0014341649999999873,1.005843002648197,0.011320031379873731,0.33655835057049444,0.005809060293518453,0.5036390024980875
"frozenset({'stubborn', 'yes'})",frozenset({'Management'}),0.37565,0.49765,0.188,0.5004658591774258,1.005658312423241,1.0,0.0010577775000000234,1.0056369704236612,0.009011733905389464,0.2743324091638698,0.005605373101275659,0.43912070211960813
frozenset({'Management'}),"frozenset({'stubborn', 'yes'})",0.49765,0.37565,0.188,0.37777554506179045,1.005658312423241,1.0,0.0010577775000000234,1.0034160423058291,0.011200310667522464,0.2743324091638698,0.003404412688060332,0.43912070211960813
frozenset({'no'}),"frozenset({'salary', 'gentle'})",0.7508,0.25635,0.19355,0.2577916888652104,1.0056239081927458,1.0,0.0010824199999999728,1.0019424315836696,0.02244164016664171,0.23789331366764996,0.0019386658578772272,0.506407059568162
"frozenset({'salary', 'gentle'})",frozenset({'no'}),0.25635,0.7508,0.19355,0.7550224302711136,1.0056239081927458,1.0,0.0010824199999999728,1.0172359872611458,0.00752028068248116,0.23789331366764996,0.016943941697887543,0.506407059568162
frozenset({'Management'}),"frozenset({'salary', 'smart worker'})",0.49765,0.2517,0.12595,0.25308952074751334,1.005520543295643,1.0,0.0006914950000000142,1.0018603578154426,0.010929101662045694,0.20203721527109403,0.0018569033108557557,0.37674340955929503
"frozenset({'salary', 'smart worker'})",frozenset({'Management'}),0.2517,0.49765,0.12595,0.5003972983710767,1.0055205432956429,1.0,0.0006914950000000142,1.0054989662027836,0.007336942696684025,0.20203721527109403,0.005468892945310508,0.37674340955929503
"frozenset({'no', 'yes'})",frozenset({'salary'}),0.5017,0.5039,0.25415,0.5065776360374725,1.0053138242458275,1.0,0.0013433699999999549,1.0054266612805491,0.0106075391724344,0.3382127886086898,0.005397371573216103,0.5054717908308022
frozenset({'salary'}),"frozenset({'no', 'yes'})",0.5039,0.5017,0.25415,0.5043659456241317,1.0053138242458275,1.0,0.0013433699999999549,1.0053788588588588,0.010654579257456281,0.3382127886086898,0.0053500815254499175,0.5054717908308022
frozenset({'gentle'}),"frozenset({'salary', 'smart worker'})",0.50155,0.2517,0.1269,0.2530156514804107,1.005227061900718,1.0,0.0006598650000000095,1.0017612838649406,0.01043210311303116,0.20260237886165886,0.0017581871981968997,0.37859364218835795
"frozenset({'salary', 'smart worker'})",frozenset({'gentle'}),0.2517,0.50155,0.1269,0.5041716328963052,1.005227061900718,1.0,0.0006598650000000095,1.0052873798076922,0.0069489266292802115,0.20260237886165886,0.005259570461039475,0.37859364218835795
"frozenset({'Management', 'yes'})",frozenset({'work'}),0.3767,0.4961,0.18785,0.4986726838332891,1.0051858170394863,1.0,0.0009691300000000125,1.0051317447709824,0.008277014410791818,0.27425359515293085,0.005105544420101457,0.4386630905560318
frozenset({'work'}),"frozenset({'Management', 'yes'})",0.4961,0.3767,0.18785,0.37865349727877445,1.0051858170394863,1.0,0.0009691300000000125,1.0031439740470398,0.010238267676615478,0.27425359515293085,0.00313412045367315,0.4386630905560318
"frozenset({'stubborn', 'smart worker'})",frozenset({'Management'}),0.25085,0.49765,0.12545,0.5000996611520829,1.0049224578560896,1.0,0.0006144975000000052,1.0049002990430624,0.00653853828280533,0.20134820640398046,0.004876403209083207,0.37609222985264146
frozenset({'Management'}),"frozenset({'stubborn', 'smart worker'})",0.49765,0.25085,0.12545,0.25208479855320004,1.0049224578560894,1.0,0.0006144975000000052,1.0016509873723805,0.009750862853714765,0.20134820640398046,0.0016482661058533309,0.37609222985264146
"frozenset({'no', 'Technical', 'yes'})",frozenset({'hard worker'}),0.2504,0.49765,0.1252,0.5,1.0047221943132725,1.0,0.0005884400000000095,1.0047000000000001,0.0062700106723586925,0.2010114794894437,0.004678013337314658,0.3757912187280217
frozenset({'hard worker'}),"frozenset({'no', 'Technical', 'yes'})",0.49765,0.2504,0.1252,0.2515824374560434,1.0047221943132725,1.0,0.0005884400000000095,1.0015799167673514,0.009356026674629392,0.2010114794894437,0.0015774245678273823,0.3757912187280217
"frozenset({'stubborn', 'smart worker'})",frozenset({'no'}),0.25085,0.7508,0.1892,0.754235598963524,1.0045759176392168,1.0,0.0008618199999999854,1.0139792376317922,0.006080323027126201,0.23287586928426363,0.01378651269471897,0.5031167339516608
frozenset({'no'}),"frozenset({'stubborn', 'smart worker'})",0.7508,0.25085,0.1892,0.25199786893979753,1.0045759176392166,1.0,0.0008618199999999854,1.0015345797720796,0.018278788105022443,0.23287586928426363,0.00153222844530136,0.5031167339516608
"frozenset({'work', 'smart worker'})",frozenset({'no'}),0.25065,0.7508,0.189,0.7540394973070018,1.0043147273668112,1.0,0.0008119800000000177,1.013170802919708,0.005733222761313898,0.2326297002892486,0.012999587909316988,0.5028854918607465
frozenset({'no'}),"frozenset({'work', 'smart worker'})",0.7508,0.25065,0.189,0.2517314864144912,1.0043147273668112,1.0,0.0008119800000000177,1.0014453186187255,0.01723992967973744,0.2326297002892486,0.0014432326876509503,0.5028854918607465
frozenset({'gentle'}),"frozenset({'hard worker', 'no'})",0.50155,0.37075,0.18675,0.3723457282424484,1.004304054598647,1.0,0.0008003374999999702,1.0025423681702668,0.008597871608142888,0.2724090146597622,0.002535920925623135,0.4380272134131999
"frozenset({'hard worker', 'no'})",frozenset({'gentle'}),0.37075,0.50155,0.18675,0.5037086985839514,1.0043040545986468,1.0,0.0008003374999999702,1.0043496603260869,0.006810662062898407,0.2724090146597622,0.004330822718329515,0.4380272134131999
"frozenset({'stubborn', 'Technical'})",frozenset({'work'}),0.2505,0.4961,0.1248,0.4982035928143712,1.004240259654044,1.0,0.0005269499999999983,1.0041921241050118,0.005633563401241835,0.20070762302991318,0.004174623564935948,0.37488288892885463
frozenset({'work'}),"frozenset({'stubborn', 'Technical'})",0.4961,0.2505,0.1248,0.25156218504333805,1.004240259654044,1.0,0.0005269499999999983,1.0014192028009696,0.008379352588272982,0.20070762302991318,0.001417191518796596,0.37488288892885463
frozenset({'gentle'}),"frozenset({'hard worker', 'yes'})",0.50155,0.37435,0.18855,0.3759346027315322,1.0042329443876912,1.0,0.0007947574999999651,1.002539161341853,0.008456419089045734,0.27431439586818934,0.00253273033090731,0.43980381799458934
"frozenset({'hard worker', 'yes'})",frozenset({'gentle'}),0.37435,0.50155,0.18855,0.5036730332576466,1.0042329443876912,1.0,0.0007947574999999651,1.0042774892357371,0.006737156708918477,0.27431439586818934,0.004259270253077564,0.43980381799458934
"frozenset({'hard worker', 'gentle'})",frozenset({'yes'}),0.25005,0.7509,0.18855,0.7540491901619676,1.0041938875508958,1.0,0.0007874549999999925,1.0128041463414632,0.005568867677892872,0.2320901033973412,0.01264227283005851,0.5025739358720345
frozenset({'yes'}),"frozenset({'hard worker', 'gentle'})",0.7509,0.25005,0.18855,0.25109868158210147,1.0041938875508958,1.0,0.0007874549999999925,1.0014002934115764,0.01676584630684769,0.2320901033973412,0.0013983353318240868,0.5025739358720345
"frozenset({'stubborn', 'Technical'})",frozenset({'no'}),0.2505,0.7508,0.18885,0.7538922155688622,1.0041185609601255,1.0,0.0007745999999999864,1.0125644768856443,0.0054725390133002726,0.2324450735429872,0.012408569698483906,0.5027119575446868
frozenset({'no'}),"frozenset({'stubborn', 'Technical'})",0.7508,0.2505,0.18885,0.2515316995205114,1.0041185609601253,1.0,0.0007745999999999864,1.0013784144496842,0.01645934185581282,0.2324450735429872,0.0013765170387076834,0.5027119575446868
"frozenset({'stubborn', 'work'})",frozenset({'yes'}),0.2509,0.7509,0.18915,0.7538860103626943,1.0039765752599472,1.0,0.0007491900000000107,1.0121326315789474,0.005287444589865301,0.23275702947148222,0.011987195354051797,0.5028918665477076
frozenset({'yes'}),"frozenset({'stubborn', 'work'})",0.7509,0.2509,0.18915,0.25189772273272076,1.0039765752599472,1.0,0.0007491900000000107,1.0013336715620829,0.015900540916371327,0.23275702947148222,0.0013318952512625171,0.5028918665477076
frozenset({'no'}),frozenset({'Technical'}),0.7508,0.50235,0.37855,0.5041955247735749,1.0036737827681397,1.0,0.0013856200000000318,1.003722283411686,0.014688344665683133,0.4328264349416876,0.0037084794003313846,0.6288769004379471
frozenset({'Technical'}),frozenset({'no'}),0.50235,0.7508,0.37855,0.7535582761023192,1.0036737827681395,1.0,0.0013856200000000318,1.0111924071082394,0.007355240612254066,0.4328264349416876,0.011068523685068849,0.6288769004379471
frozenset({'stubborn'}),frozenset({'yes'}),0.49845,0.7509,0.37565,0.7536362724445782,1.0036439904708725,1.0,0.0013638949999999483,1.0111066368078176,0.007239078887393435,0.42995307313723247,0.010984634462377326,0.6269513097473922
frozenset({'yes'}),frozenset({'stubborn'}),0.7509,0.49845,0.37565,0.5002663470502063,1.0036439904708723,1.0,0.0013638949999999483,1.003634630246502,0.014575511906753021,0.42995307313723247,0.0036214675510045564,0.6269513097473922
